Humidity	OrigTemp	SensorReadings	Error
40	-11.2	-14.49411765	3.294117647
42	-11.2	-7.670588235	3.529411765
40	-11.1	-14.39411765	3.294117647
48	-10.8	-15.03529412	4.235294118
46	-11.5	-11.5	4
52	-12.3	-12.3	4.705882353
53	-12.5	-17.32352941	4.823529412
56	-12.7	-7.523529412	5.176470588
57	-13	-7.705882353	5.294117647
59	-13.3	-13.3	5.529411765
52	-13.2	-13.2	4.705882353
59	-13.5	-19.02941176	5.529411765
61	-13.6	-13.6	5.764705882
62	-13.6	-7.717647059	5.882352941
64	-13.7	-7.582352941	6.117647059
64	-13.8	-13.8	6.117647059
68	-14.2	-20.78823529	6.588235294
68	-14.2	-20.78823529	6.588235294
74	-14.4	-14.4	7.294117647
73	-14.1	-14.1	7.176470588
64	-12.9	-12.9	6.117647059
55	-10.7	-15.75882353	5.058823529
47	-9.5	-13.61764706	4.117647059
43	-7.7	-7.7	3.647058824
38	-7	-3.941176471	3.058823529
35	-5.9	-3.194117647	2.705882353
39	-4.6	-1.423529412	3.176470588
47	-5	-0.882352941	4.117647059
47	-4.8	-0.682352941	4.117647059
49	-5.5	-9.852941176	4.352941176
53	-6	-10.82352941	4.823529412
59	-6.8	-1.270588235	5.529411765
61	-7.1	-7.1	5.764705882
59	-7	-7	5.529411765
60	-7.2	-12.84705882	5.647058824
58	-7.2	-12.61176471	5.411764706
61	-7.4	-1.635294118	5.764705882
60	-7	-7	5.647058824
61	-6.7	-0.935294118	5.764705882
62	-6.5	-6.5	5.882352941
66	-6.5	-0.147058824	6.352941176
67	-6.3	-12.77058824	6.470588235
71	-6.4	0.541176471	6.941176471
78	-6.4	-6.4	7.764705882
82	-5.9	-14.13529412	8.235294118
77	-4.6	-4.6	7.647058824
71	-2.9	-9.841176471	6.941176471
73	-2.6	-9.776470588	7.176470588
66	-2	-2	6.352941176
54	-0.9	-0.9	4.941176471
55	-1.3	-6.358823529	5.058823529
46	-2.1	1.9	4
51	-2.9	1.688235294	4.588235294
58	-4.1	-4.1	5.411764706
62	-4.7	-10.58235294	5.882352941
63	-5.2	-11.2	6
60	-5.9	-11.54705882	5.647058824
59	-6.3	-0.770588235	5.529411765
63	-7	-13	6
65	-7.4	-1.164705882	6.235294118
67	-7.9	-14.37058824	6.470588235
71	-8.5	-8.5	6.941176471
72	-8.8	-8.8	7.058823529
70	-9.1	-9.1	6.823529412
71	-9.3	-16.24117647	6.941176471
73	-9.6	-16.77647059	7.176470588
75	-10	-17.41176471	7.411764706
76	-9.7	-2.170588235	7.529411765
72	-9	-9	7.058823529
50	-6.9	-11.37058824	4.470588235
43	-5.7	-5.7	3.647058824
36	-5.1	-5.1	2.823529412
39	-4	-4	3.176470588
35	-3.4	-6.105882353	2.705882353
32	-2.3	0.052941176	2.352941176
31	-2.4	-4.635294118	2.235294118
33	-3	-5.470588235	2.470588235
38	-4.1	-7.158823529	3.058823529
43	-4.7	-1.052941176	3.647058824
42	-5.3	-5.3	3.529411765
42	-5.7	-9.229411765	3.529411765
46	-5.8	-1.8	4
55	-6.4	-1.341176471	5.058823529
55	-6.8	-11.85882353	5.058823529
57	-7.2	-12.49411765	5.294117647
58	-7.5	-7.5	5.411764706
61	-7.8	-7.8	5.764705882
61	-7.5	-13.26470588	5.764705882
64	-7.8	-7.8	6.117647059
70	-8.3	-15.12352941	6.823529412
72	-8.6	-8.6	7.058823529
71	-8.9	-8.9	6.941176471
65	-8	-1.764705882	6.235294118
54	-5.2	-5.2	4.941176471
44	-3.6	-7.364705882	3.764705882
40	-2.4	-2.4	3.294117647
36	-0.1	-2.923529412	2.823529412
38	0.9	3.958823529	3.058823529
48	0.8	-3.435294118	4.235294118
52	0.7	-4.005882353	4.705882353
54	-0.1	-0.1	4.941176471
58	-0.9	-6.311764706	5.411764706
64	-1.7	-1.7	6.117647059
66	-2	-8.352941176	6.352941176
69	-2.3	-9.005882353	6.705882353
68	-2.6	-9.188235294	6.588235294
72	-2.9	-2.9	7.058823529
77	-3.4	-3.4	7.647058824
77	-3.7	-11.34705882	7.647058824
74	-3.5	-3.5	7.294117647
75	-3.3	4.111764706	7.411764706
76	-3.8	-3.8	7.529411765
75	-3.7	-11.11176471	7.411764706
72	-3.4	-10.45882353	7.058823529
72	-2.9	-9.958823529	7.058823529
73	-2.5	-2.5	7.176470588
70	-2	-2	6.823529412
68	-1.5	5.088235294	6.588235294
66	-0.6	5.752941176	6.352941176
66	-0.4	-0.4	6.352941176
63	0.3	6.3	6
60	1.3	-4.347058824	5.647058824
60	1.7	1.7	5.647058824
62	1.5	7.382352941	5.882352941
65	1.5	-4.735294118	6.235294118
68	1.3	7.888235294	6.588235294
67	1.2	7.670588235	6.470588235
69	1.2	7.905882353	6.705882353
72	1.2	8.258823529	7.058823529
70	1.2	1.2	6.823529412
71	1.1	-5.841176471	6.941176471
74	0.8	0.8	7.294117647
74	0.4	-6.894117647	7.294117647
79	-0.4	-8.282352941	7.882352941
78	-0.5	-8.264705882	7.764705882
81	-1.1	7.017647059	8.117647059
83	-1.2	-1.2	8.352941176
86	-1.4	-10.10588235	8.705882353
86	-1.5	-10.20588235	8.705882353
83	-1.2	-1.2	8.352941176
78	-0.5	-0.5	7.764705882
73	0.5	-6.676470588	7.176470588
65	2.5	8.735294118	6.235294118
60	3.6	3.6	5.647058824
54	5.3	0.358823529	4.941176471
50	6.2	6.2	4.470588235
46	6.7	10.7	4
49	6.4	2.047058824	4.352941176
50	5.9	10.37058824	4.470588235
49	5.9	1.547058824	4.352941176
55	5.7	10.75882353	5.058823529
67	5.1	5.1	6.470588235
86	3.5	12.20588235	8.705882353
93	3.5	-6.029411765	9.529411765
94	4.1	-5.547058824	9.647058824
94	4.3	13.94705882	9.647058824
94	4.5	14.14705882	9.647058824
94	4.4	14.04705882	9.647058824
95	4.5	14.26470588	9.764705882
94	4.6	-5.047058824	9.647058824
94	4.8	4.8	9.647058824
95	5.1	5.1	9.764705882
96	5.5	5.5	9.882352941
96	6.2	6.2	9.882352941
97	6.3	16.3	10
97	6.6	6.6	10
97	7.1	17.1	10
97	7.4	17.4	10
97	7.5	-2.5	10
97	8.2	-1.8	10
97	8.4	18.4	10
97	8.1	-1.9	10
97	7.3	-2.7	10
97	7.1	17.1	10
97	6	6	10
97	5.6	15.6	10
97	5.4	5.4	10
97	4.3	-5.7	10
97	3.5	13.5	10
97	2.4	12.4	10
95	1.5	1.5	9.764705882
89	1.4	10.45882353	9.058823529
83	0.7	0.7	8.352941176
77	-0.5	-8.147058824	7.647058824
74	-1	-1	7.294117647
71	-2	4.941176471	6.941176471
68	-3.3	-3.3	6.588235294
61	-4.4	-4.4	5.764705882
57	-4.7	-9.994117647	5.294117647
58	-4.9	0.511764706	5.411764706
53	-4.5	0.323529412	4.823529412
52	-4.6	0.105882353	4.705882353
48	-4	-8.235294118	4.235294118
47	-3.1	-7.217647059	4.117647059
45	-3.3	0.582352941	3.882352941
44	-3.3	-3.3	3.764705882
45	-3.8	-3.8	3.882352941
54	-4.5	-4.5	4.941176471
57	-5	-10.29411765	5.294117647
60	-5.7	-5.7	5.647058824
59	-6.5	-6.5	5.529411765
62	-6.9	-6.9	5.882352941
64	-7.4	-1.282352941	6.117647059
65	-7.9	-14.13529412	6.235294118
65	-8.1	-8.1	6.235294118
65	-8.4	-8.4	6.235294118
69	-8.8	-2.094117647	6.705882353
64	-8.8	-2.682352941	6.117647059
63	-9.2	-9.2	6
58	-9.4	-14.81176471	5.411764706
58	-9.5	-9.5	5.411764706
52	-9.2	-13.90588235	4.705882353
50	-9.1	-9.1	4.470588235
48	-8.2	-12.43529412	4.235294118
43	-6.9	-6.9	3.647058824
37	-6	-6	2.941176471
32	-4.9	-2.547058824	2.352941176
34	-4.2	-4.2	2.588235294
36	-4	-6.823529412	2.823529412
35	-3.7	-0.994117647	2.705882353
35	-4.2	-6.905882353	2.705882353
33	-5	-7.470588235	2.470588235
35	-5.4	-2.694117647	2.705882353
39	-5.8	-5.8	3.176470588
45	-6.1	-9.982352941	3.882352941
48	-6.4	-6.4	4.235294118
50	-7	-7	4.470588235
50	-7.4	-2.929411765	4.470588235
49	-8	-3.647058824	4.352941176
46	-8.3	-12.3	4
45	-8.4	-4.517647059	3.882352941
47	-8.7	-8.7	4.117647059
47	-8.6	-4.482352941	4.117647059
54	-8.9	-13.84117647	4.941176471
53	-8.8	-13.62352941	4.823529412
52	-8.8	-4.094117647	4.705882353
47	-7.9	-3.782352941	4.117647059
41	-6.2	-2.788235294	3.411764706
37	-5.4	-5.4	2.941176471
35	-4.1	-6.805882353	2.705882353
30	-3.4	-3.4	2.117647059
31	-2.6	-0.364705882	2.235294118
27	-1.8	-1.8	1.764705882
27	-1.3	-1.3	1.764705882
30	-1.8	0.317647059	2.117647059
38	-2.7	-2.7	3.058823529
39	-3.3	-3.3	3.176470588
44	-3.6	-3.6	3.764705882
55	-4	1.058823529	5.058823529
63	-4.5	-4.5	6
66	-4.7	1.652941176	6.352941176
70	-4.5	2.323529412	6.823529412
69	-3.5	-10.20588235	6.705882353
69	-3.2	-3.2	6.705882353
68	-3.5	3.088235294	6.588235294
72	-3.8	-10.85882353	7.058823529
75	-4.2	-4.2	7.411764706
76	-4.1	-4.1	7.529411765
76	-4	3.529411765	7.529411765
76	-3.7	-3.7	7.529411765
73	-3.2	-10.37647059	7.176470588
65	-1	5.235294118	6.235294118
61	0.8	0.8	5.764705882
58	2.2	-3.211764706	5.411764706
52	3	3	4.705882353
48	3.2	3.2	4.235294118
52	3.1	7.805882353	4.705882353
55	3.5	8.558823529	5.058823529
54	3.3	-1.641176471	4.941176471
59	2.9	-2.629411765	5.529411765
61	2.7	2.7	5.764705882
65	2.5	8.735294118	6.235294118
71	2.2	9.141176471	6.941176471
74	2.1	-5.194117647	7.294117647
75	2.3	2.3	7.411764706
76	2.4	9.929411765	7.529411765
78	2.4	-5.364705882	7.764705882
78	2.5	2.5	7.764705882
77	2.4	10.04705882	7.647058824
73	2.4	-4.776470588	7.176470588
78	1.9	-5.864705882	7.764705882
74	1	-6.294117647	7.294117647
72	0.5	0.5	7.058823529
63	-0.4	5.6	6
65	-2.3	-2.3	6.235294118
52	-2.3	2.405882353	4.705882353
50	-2.6	1.870588235	4.470588235
39	-2.7	-5.876470588	3.176470588
33	-2.7	-0.229411765	2.470588235
33	-2.6	-5.070588235	2.470588235
33	-2.8	-5.270588235	2.470588235
31	-3	-5.235294118	2.235294118
33	-3.6	-1.129411765	2.470588235
40	-4.6	-4.6	3.294117647
42	-5.2	-8.729411765	3.529411765
42	-5.7	-5.7	3.529411765
44	-6.7	-2.935294118	3.764705882
47	-7.5	-3.382352941	4.117647059
48	-8.1	-8.1	4.235294118
47	-8.5	-12.61764706	4.117647059
50	-9.1	-9.1	4.470588235
47	-9.3	-5.182352941	4.117647059
45	-9.2	-5.317647059	3.882352941
45	-9.1	-12.98235294	3.882352941
44	-9.3	-9.3	3.764705882
50	-9.3	-13.77058824	4.470588235
55	-9.1	-9.1	5.058823529
54	-8.9	-13.84117647	4.941176471
48	-7.6	-3.364705882	4.235294118
34	-4.8	-4.8	2.588235294
31	-3.3	-3.3	2.235294118
30	-1.7	-1.7	2.117647059
38	-0.5	2.558823529	3.058823529
40	0.6	3.894117647	3.294117647
43	0.5	0.5	3.647058824
50	0.6	5.070588235	4.470588235
52	0.5	-4.205882353	4.705882353
58	-0.7	-0.7	5.411764706
60	-1.2	-1.2	5.647058824
66	-1.5	-1.5	6.352941176
70	-1.8	-8.623529412	6.823529412
76	-2.5	-10.02941176	7.529411765
74	-2.4	-2.4	7.294117647
81	-3.3	-3.3	8.117647059
77	-3.4	-11.04705882	7.647058824
78	-3.9	-11.66470588	7.764705882
76	-3.8	-11.32941176	7.529411765
75	-3.7	-3.7	7.411764706
78	-4	3.764705882	7.764705882
73	-3.9	3.276470588	7.176470588
74	-3.8	-3.8	7.294117647
71	-3.9	3.041176471	6.941176471
66	-3	-9.352941176	6.352941176
60	-1.1	-1.1	5.647058824
51	0.6	5.188235294	4.588235294
44	1.6	1.6	3.764705882
39	2.8	-0.376470588	3.176470588
38	2.8	5.858823529	3.058823529
38	3	3	3.058823529
55	2.7	-2.358823529	5.058823529
91	0.9	-8.394117647	9.294117647
93	0.9	10.42941176	9.529411765
93	1.2	10.72941176	9.529411765
93	1.7	11.22941176	9.529411765
95	1.5	-8.264705882	9.764705882
96	1.5	1.5	9.882352941
96	1.7	11.58235294	9.882352941
96	1.7	11.58235294	9.882352941
96	1.1	10.98235294	9.882352941
97	0.2	-9.8	10
97	0.1	10.1	10
97	0	-10	10
97	0	0	10
92	0.5	9.911764706	9.411764706
87	1	1	8.823529412
87	0.7	9.523529412	8.823529412
86	0.5	9.205882353	8.705882353
75	0.6	8.011764706	7.411764706
71	1.3	8.241176471	6.941176471
68	1.7	8.288235294	6.588235294
57	2.2	7.494117647	5.294117647
57	2.5	7.794117647	5.294117647
53	2.2	2.2	4.823529412
40	1.6	-1.694117647	3.294117647
39	0.6	-2.576470588	3.176470588
41	-0.7	-4.111764706	3.411764706
45	-1.1	-4.982352941	3.882352941
52	-2	-6.705882353	4.705882353
52	-2.7	-7.405882353	4.705882353
47	-3.4	-3.4	4.117647059
54	-4.1	-9.041176471	4.941176471
56	-5	0.176470588	5.176470588
36	-5.9	-3.076470588	2.823529412
42	-6.8	-3.270588235	3.529411765
43	-7.1	-7.1	3.647058824
38	-7.2	-7.2	3.058823529
39	-7.1	-3.923529412	3.176470588
45	-6.8	-10.68235294	3.882352941
52	-6.6	-1.894117647	4.705882353
49	-6.3	-1.947058824	4.352941176
47	-5.2	-1.082352941	4.117647059
49	-3.1	-3.1	4.352941176
54	-1.5	-6.441176471	4.941176471
60	-0.3	-0.3	5.647058824
65	0.1	-6.135294118	6.235294118
66	0.4	0.4	6.352941176
56	0.9	0.9	5.176470588
46	1.1	5.1	4
58	0.6	6.011764706	5.411764706
69	0.3	7.005882353	6.705882353
70	0.6	0.6	6.823529412
61	0.7	-5.064705882	5.764705882
59	0.9	6.429411765	5.529411765
60	0.7	-4.947058824	5.647058824
61	0.3	6.064705882	5.764705882
62	0.5	-5.382352941	5.882352941
64	0.5	-5.617647059	6.117647059
64	0.2	-5.917647059	6.117647059
67	-0.2	-0.2	6.470588235
67	-0.6	-0.6	6.470588235
70	-1	-7.823529412	6.823529412
70	-0.8	-0.8	6.823529412
77	-1.4	-9.047058824	7.647058824
79	-1.6	6.282352941	7.882352941
75	-0.9	6.511764706	7.411764706
68	0.2	0.2	6.588235294
62	1.6	-4.282352941	5.882352941
53	3.8	3.8	4.823529412
46	4.6	0.6	4
37	4.5	4.5	2.941176471
44	4	0.235294118	3.764705882
39	4	7.176470588	3.176470588
47	4	4	4.117647059
65	3.2	3.2	6.235294118
69	2.6	9.305882353	6.705882353
72	2.3	9.358823529	7.058823529
78	2.1	9.864705882	7.764705882
82	1.6	9.835294118	8.235294118
85	0.8	9.388235294	8.588235294
87	0.6	0.6	8.823529412
88	0.3	-8.641176471	8.941176471
86	0.1	0.1	8.705882353
88	-0.1	-0.1	8.941176471
87	-0.3	-9.123529412	8.823529412
88	-0.4	-0.4	8.941176471
87	-0.1	8.723529412	8.823529412
86	-0.1	-8.805882353	8.705882353
85	0	0	8.588235294
82	0.7	-7.535294118	8.235294118
78	1.4	9.164705882	7.764705882
73	2	-5.176470588	7.176470588
73	2.5	-4.676470588	7.176470588
73	3.2	10.37647059	7.176470588
70	3.9	-2.923529412	6.823529412
72	4.1	-2.958823529	7.058823529
74	4.3	11.59411765	7.294117647
74	4.3	11.59411765	7.294117647
77	3.9	11.54705882	7.647058824
80	3.3	11.3	8
84	2.7	2.7	8.470588235
88	2.1	11.04117647	8.941176471
90	1.4	-7.776470588	9.176470588
90	1.5	10.67647059	9.176470588
92	1	10.41176471	9.411764706
92	0.5	0.5	9.411764706
93	0.3	9.829411765	9.529411765
93	0.3	9.829411765	9.529411765
93	0.1	-9.429411765	9.529411765
94	-0.3	-0.3	9.647058824
95	-0.2	9.564705882	9.764705882
93	-0.5	-0.5	9.529411765
92	-0.4	9.011764706	9.411764706
85	0	0	8.588235294
78	0.6	-7.164705882	7.764705882
78	1.3	9.064705882	7.764705882
74	2	9.294117647	7.294117647
70	2.5	-4.323529412	6.823529412
60	3.7	3.7	5.647058824
53	4.6	9.423529412	4.823529412
56	4.5	9.676470588	5.176470588
57	3.8	3.8	5.294117647
60	2.5	2.5	5.647058824
63	1.4	-4.6	6
61	0.5	0.5	5.764705882
62	-0.6	5.282352941	5.882352941
61	-1.2	4.564705882	5.764705882
58	-2	3.411764706	5.411764706
